"";"X.3";"X.2";"X.1";"X";"Numsiret";"Nometablissement";"nb_stages";"nb_heures";"url";"wiki";"keywords";"keywords_wiki";"keywords_wiki_dbpedia"
"6550";6550;6550;6550;6550;49272656700018;"TANHUA LINGUA";1;5,71428571428571;"";"";NA;"";""
"6551";6551;6551;6551;6551;49277421100014;"ASSOCIATION CHAMPS LIBRES";1;10,5714285714286;"";"";NA;"";""
"6552";6552;6552;6552;6552;49291379300013;"CGNPC";1;26,1428571428571;"";"";NA;"";""
"6553";6553;6553;6553;6553;49293935000020;"FENETRE SUR COUR";1;3,57142857142857;"";"";NA;"";""
"6554";6554;6554;6554;6554;49295064700023;"TROPIQUE FM";1;1;"";"";NA;"";""
"6555";6555;6555;6555;6555;49295315300011;"CABINET ALBOUY";1;0,428571428571429;"";"";NA;"";""
"6556";6556;6556;6556;6556;49327607500014;"POM'ART";1;13,5714285714286;"";"";NA;"";""
"6557";6557;6557;6557;6557;49328808800013;"CELLULOID FILMS";1;1,71428571428571;"";"";NA;"";""
"6558";6558;6558;6558;6558;49329316100045;"ONYX";1;20,7142857142857;"";"";NA;"";""
"6559";6559;6559;6559;6559;49331588100026;"LIP";1;7,71428571428571;"";"";NA;"";""
"6560";6560;6560;6560;6560;49331938800028;"TEC SAFETY WORKWEAR";1;18,5714285714286;"";"";NA;"";""
"6561";6561;6561;6561;6561;49337294000020;"LE GRAND PAVOIS";1;2,42857142857143;"";"";NA;"";""
"6562";6562;6562;6562;6562;49348273100020;"VCF OF NEUFS";1;24,5714285714286;"";"";NA;"";""
"6563";6563;6563;6563;6563;49348779700059;"REGIE 24H00.COM";1;25,5714285714286;"";"";NA;"";""
"6564";6564;6564;6564;6564;49351173700139;"ASSURALLIANCE";1;3,57142857142857;"";"";NA;"";""
"6565";6565;6565;6565;6565;49358072400026;"CD-MENTIEL";1;6,57142857142857;"";"";NA;"";""
"6566";6566;6566;6566;6566;49359909600028;"SARL NOVAREST";1;1,14285714285714;"";"";NA;"";""
"6567";6567;6567;6567;6567;49364747300013;"ALIDORO CONSULTANT";1;7,57142857142857;"";"";NA;"";""
"6568";6568;6568;6568;6568;49369863300010;"ASSOCIATION LES FADARELLES";1;13,5714285714286;"";"";NA;"";""
"6569";6569;6569;6569;6569;49374891700025;"SAS";1;4,28571428571429;"";"";NA;"";""
"6570";6570;6570;6570;6570;49393003600014;"ER2C ECOLE REGIONALE DE LA  SECONDE CHANCE";1;19,8571428571429;"";"";NA;"";""
"6571";6571;6571;6571;6571;49393495400030;"EHPAD KORIAN FONTAINE BAZEILLE";1;8,57142857142857;"";"";NA;"";""
"6572";6572;6572;6572;6572;49397769800072;"C2F FORMATION";1;17,5714285714286;"";"";NA;"";""
"6573";6573;6573;6573;6573;49399968400118;"SESSAD LES PESCALUNES";1;32;"";"";NA;"";""
"6574";6574;6574;6574;6574;49399968400134;"F.L.E LES ECUREUILS";1;0,571428571428571;"";"";NA;"";""
"6575";6575;6575;6575;6575;49399968400142;"FOYER OCCUPATIONNEL VILLA MARQUEROSE";1;30,2857142857143;"";"";NA;"";""
"6576";6576;6576;6576;6576;49399968400183;"FOYER D'ACCUEIL MEDICALISE LE GUILLHEM";1;23;"";"";NA;"";""
"6577";6577;6577;6577;6577;49399968400274;"IME LES MURIERS";1;33,8571428571429;"";"";NA;"";""
"6578";6578;6578;6578;6578;49399968400340;"IME LES HIRONDELLES- APEI DE THAU";1;5,71428571428571;"";"";NA;"";""
"6579";6579;6579;6579;6579;49400302300012;"SARL OZONE COIFFURE MIXTE BG";1;0,571428571428571;"";"";NA;"";""
"6580";6580;6580;6580;6580;49402897000015;"SARL LANGUEDOC VISION";1;9,57142857142857;"";"";NA;"";""
"6581";6581;6581;6581;6581;49428155300011;"217 RP";1;2,42857142857143;"";"";NA;"";""
"6582";6582;6582;6582;6582;49431369500046;"DP NEWS";1;20,2857142857143;"";"";NA;"";""
"6583";6583;6583;6583;6583;49431641700042;"INTER-CONSEIL TRAVECO";1;5,14285714285714;"";"";NA;"";""
"6584";6584;6584;6584;6584;49438933100054;"SOLIDANIM";1;19,5714285714286;"";"";NA;"";""
"6585";6585;6585;6585;6585;49439171700035;"DIGISCHOOL";1;2,42857142857143;"";"";NA;"";""
"6586";6586;6586;6586;6586;49446080100066;"GOODBY";1;3,28571428571429;"";"";NA;"";""
"6587";6587;6587;6587;6587;49446433200035;"GROUPE SCR";1;13,4285714285714;"";"";NA;"";""
"6588";6588;6588;6588;6588;49452710400041;"LK INTERACTIVE";1;8,57142857142857;"";"";NA;"";""
"6589";6589;6589;6589;6589;49452739300032;"GROUPE D'ENTRAIDE MUTUELLE HEMISPH'ERIK";1;17;"";"";NA;"";""
"6590";6590;6590;6590;6590;49460859900010;"RADIO METAL";1;7,57142857142857;"";"";NA;"";""
"6591";6591;6591;6591;6591;49462789600041;"LANGUEDOC SECURITE PROFESSIONNEL SARL";1;4,85714285714286;"";"";NA;"";""
"6592";6592;6592;6592;6592;49464776100027;"LVEH";1;17,4285714285714;"";"";NA;"";""
"6593";6593;6593;6593;6593;49483240500026;"COMPETENCE AVENUE";1;26,1428571428571;"";"";NA;"";""
"6594";6594;6594;6594;6594;49488507200012;"ABBAYE DE NOIRLAC";1;23,8571428571429;"";"";NA;"";""
"6595";6595;6595;6595;6595;49489285400014;"OBSERVATION DES DYNAMIQUES ET DU DEVELOPPEMENT TERRITORIAL";1;26,7142857142857;"";"";NA;"";""
"6596";6596;6596;6596;6596;49501028200012;"JDP PRODUCTIONS";1;20,2857142857143;"";"";NA;"";""
"6597";6597;6597;6597;6597;49501393000021;"LA MAISON ENSOLEILLEE D'ABEILHAN";1;25,8571428571429;"";"";NA;"";""
"6598";6598;6598;6598;6598;49503710300019;"CANSSM SUD EST";1;9,28571428571429;"";"";NA;"";""
"6599";6599;6599;6599;6599;49505316700013;"MULTI ACCUEIL: LES BOUZI-LOUPIOTS";1;0,571428571428571;"";"";NA;"";""
"6600";6600;6600;6600;6600;49520412500027;"A DEUX ET PLUS - ENTREPRENDRE";1;21,5714285714286;"";"";NA;"";""
"6601";6601;6601;6601;6601;49522228300030;"BOURGEOIS ALEXANDRA";1;0,571428571428571;"";"";NA;"";""
"6602";6602;6602;6602;6602;49523086400011;"ECOLE ELEMENTAIRE DE SAINT-PRIVAT";1;1,42857142857143;"";"";NA;"";""
"6603";6603;6603;6603;6603;49528939900059;"ALL CONTENTS";1;0,714285714285714;"";"";NA;"";""
"6604";6604;6604;6604;6604;49539048600258;"CENTRE DE MOYEN SEJOUR";1;1,57142857142857;"";"";NA;"";""
"6605";6605;6605;6605;6605;49540771000021;"ASSOCIATION EN PHASE";1;18,1428571428571;"";"";NA;"";""
"6606";6606;6606;6606;6606;49752235900080;"PROMAN";1;7,57142857142857;"";"";NA;"";""
"6607";6607;6607;6607;6607;49756280100074;"PROMAN";1;7,28571428571429;"";"";NA;"";""
"6608";6608;6608;6608;6608;49766382300019;"SAS LES  ROSIERS « CENTRE DE CONVALESCENCE ATLANTIS »";1;9,57142857142857;"";"";NA;"";""
"6609";6609;6609;6609;6609;49771105100019;"EURL";1;9,57142857142857;"";"";NA;"";""
"6610";6610;6610;6610;6610;49782277500027;"SARL EGS LE TEICH EXPLOITATION";1;8,71428571428571;"";"";NA;"";""
"6611";6611;6611;6611;6611;49782933300036;"BUBIMEX";1;13,1428571428571;"";"";NA;"";""
"6612";6612;6612;6612;6612;49788921200021;"CABINET DU LIVRE D'ARTISTE";1;8,42857142857143;"";"";NA;"";""
"6613";6613;6613;6613;6613;49794137700044;"TALENTSOFT";1;18,7142857142857;"";"";NA;"";""
"6614";6614;6614;6614;6614;49794255700032;"PSYCHOLOGUE";1;28,2857142857143;"";"";NA;"";""
"6615";6615;6615;6615;6615;49798659600037;"ASSOCIATION IDEES DETOURNEES";1;6,57142857142857;"";"";NA;"";""
"6616";6616;6616;6616;6616;49806410400025;"HOTEL KYRIAD PRESTIGE";1;1,42857142857143;"";"";NA;"";""
"6617";6617;6617;6617;6617;49812489000019;"ENERTRAG AG ETS FRANCE";1;25,5714285714286;"";"";NA;"";""
"6618";6618;6618;6618;6618;49812489000035;"ENERTRAG AG ETS FRANCE";1;23,5714285714286;"";"";NA;"";""
"6619";6619;6619;6619;6619;49826366400027;"KALT ANTHONY";1;9;"";"";NA;"";""
"6620";6620;6620;6620;6620;49829530200059;"WORLD FAMILY";1;10,5714285714286;"";"";NA;"";""
"6621";6621;6621;6621;6621;49832989500029;"CHICXULUB";1;4,57142857142857;"";"";NA;"";""
"6622";6622;6622;6622;6622;49835287100020;"HONKYTONK";1;23,2857142857143;"";"";NA;"";""
"6623";6623;6623;6623;6623;49838158100012;"KEOLIS NEVERS";1;22,5714285714286;"";"";NA;"";""
"6624";6624;6624;6624;6624;49845425500049;"HAYS MONTPELLIER";1;6,42857142857143;"";"";NA;"";""
"6625";6625;6625;6625;6625;49855695000018;"LE PATIO LAVERUNE";1;6,57142857142857;"";"";NA;"";""
"6626";6626;6626;6626;6626;49858317800039;"IMAPRINT";1;4,42857142857143;"";"";NA;"";""
"6627";6627;6627;6627;6627;49863271000014;"HOPITAL SAINTE-MARGUERITE";1;29,7142857142857;"";"";NA;"";""
"6628";6628;6628;6628;6628;49865739400017;"MEDIA TV";1;19,5714285714286;"";"";NA;"";""
"6629";6629;6629;6629;6629;49868741700036;"TRSB";1;20,4285714285714;"";"";NA;"";""
"6630";6630;6630;6630;6630;49868741700044;"TRSB MEDITERRANEE";1;26,5714285714286;"";"";NA;"";""
"6631";6631;6631;6631;6631;49874745000019;"PUCK ET RIBABELLE";1;1,57142857142857;"";"";NA;"";""
"6632";6632;6632;6632;6632;49878837100025;"ENFANCE";1;2,57142857142857;"";"";NA;"";""
"6633";6633;6633;6633;6633;49885615200018;"AGESEP 84";1;1;"";"";NA;"";""
"6634";6634;6634;6634;6634;49901947900033;"INIZIATIVA";1;5,57142857142857;"";"";NA;"";""
"6635";6635;6635;6635;6635;49907944000016;"FIRST CONNECTION";1;26;"";"";NA;"";""
"6636";6636;6636;6636;6636;49916209700053;"FAMILY SPHERE";1;23,2857142857143;"";"";NA;"";""
"6637";6637;6637;6637;6637;49937143300016;"9EART+";1;3,57142857142857;"";"";NA;"";""
"6638";6638;6638;6638;6638;49938516900010;"ASSOCIATION LES AMIS DES BARBEAUX";1;18,8571428571429;"";"";NA;"";""
"6639";6639;6639;6639;6639;49938840300010;"LE GRENIER D'ABONDANCE";1;2,57142857142857;"";"";NA;"";""
"6640";6640;6640;6640;6640;49939251200012;"MADAME RUSTHA LUNA POZZI ESCOT";1;8,71428571428571;"";"";NA;"";""
"6641";6641;6641;6641;6641;49939345200028;"VERY WELL";1;2,57142857142857;"";"";NA;"";""
"6642";6642;6642;6642;6642;49952825500015;"X RAY PRODUCTION";1;7,71428571428571;"";"";NA;"";""
"6643";6643;6643;6643;6643;49956812900054;"PATTE BLANCHE";1;2,57142857142857;"";"";NA;"";""
"6644";6644;6644;6644;6644;49957641100015;"TAF PRODUCTION";1;6,57142857142857;"";"";NA;"";""
"6645";6645;6645;6645;6645;49958824200028;"MOVIE PARTNERS IN MOTION FILM";1;24,5714285714286;"";"";NA;"";""
"6646";6646;6646;6646;6646;49959902500016;"MONSIEUR FREDERIC TARGOSZ";1;15,1428571428571;"";"";NA;"";""
"6647";6647;6647;6647;6647;49963064800024;"WESTINGHOUSE OPERATIONS NUCLEAIRES";1;25,1428571428571;"";"";NA;"";""
"6648";6648;6648;6648;6648;49966446400041;"LE COMPTOIR DE MATHILDE";1;4,42857142857143;"";"";NA;"";""
"6649";6649;6649;6649;6649;49973799700050;"RESEAU MEMOIRE ALLIER";1;0,714285714285714;"";"";NA;"";""
"6650";6650;6650;6650;6650;49984791100033;"PINKANOVA";1;13;"";"";NA;"";""
"6651";6651;6651;6651;6651;49987443600029;"L'ESSENTIEL (VIT'HALLES)";1;22,1428571428571;"";"";NA;"";""
"6652";6652;6652;6652;6652;49993525200019;"CERAMISTE";1;0,428571428571429;"";"";NA;"";""
"6653";6653;6653;6653;6653;49995434500033;"NEHLI ABDELOUAHID";1;1;"";"";NA;"";""
"6654";6654;6654;6654;6654;49996465800029;"OBJET DE PRODUCTION";1;8,85714285714286;"";"";NA;"";""
"6655";6655;6655;6655;6655;49997167900026;"SOS DEPRESSION - LA NOTE BLEUE";1;36;"";"";NA;"";""
"6656";6656;6656;6656;6656;50007036200016;"COACHING ANDANTE";1;0,428571428571429;"";"";NA;"";""
"6657";6657;6657;6657;6657;50011078800014;"ALLIANCE FRANCAISE DE BELEM";1;5,57142857142857;"";"";NA;"";""
"6658";6658;6658;6658;6658;50011921900011;"ESPACE ETUDES MARKETING";1;22,4285714285714;"";"";NA;"";""
"6659";6659;6659;6659;6659;50019952600012;"LA COMPAGNIE MARITIME";1;25,4285714285714;"";"";NA;"";""
"6660";6660;6660;6660;6660;50020288200014;"O2 RAMBOUILLET";1;25,5714285714286;"";"";NA;"";""
"6661";6661;6661;6661;6661;50021295600014;"IME ARISTIDE MAILLOL";1;22,5714285714286;"";"";NA;"";""
"6662";6662;6662;6662;6662;50021532200024;"NYMPHEA STUDIO";1;6,57142857142857;"";"";NA;"";""
"6663";6663;6663;6663;6663;50025958500023;"ERABLES 31";1;25,5714285714286;"";"";NA;"";""
"6664";6664;6664;6664;6664;50028719800013;"LA PROSE DEJEUNER";1;0,428571428571429;"";"";NA;"";""
"6665";6665;6665;6665;6665;50029073900027;"CALANDRETA LO CIGAL";1;0,571428571428571;"";"";NA;"";""
"6666";6666;6666;6666;6666;50033568200018;"ASSOCIATION LOI 1901";1;6;"";"";NA;"";""
"6667";6667;6667;6667;6667;50045606600025;"AC'MED";1;8,57142857142857;"";"";NA;"";""
"6668";6668;6668;6668;6668;50052709800031;"CHAMP LIBRE";1;27,5714285714286;"";"";NA;"";""
"6669";6669;6669;6669;6669;50053302100027;"ACTION D'ESPACE";1;24,1428571428571;"";"";NA;"";""
"6670";6670;6670;6670;6670;50056940501993;"DECATHLON";1;17,4285714285714;"";"";NA;"";""
"6671";6671;6671;6671;6671;50056940503239;"DECATHLON";1;17,5714285714286;"";"";NA;"";""
"6672";6672;6672;6672;6672;50057522000016;"MONTAGNIER";1;3,57142857142857;"";"";NA;"";""
"6673";6673;6673;6673;6673;50058049300038;"FEDERATION ENTERTAINMENT";1;10,5714285714286;"";"";NA;"";""
"6674";6674;6674;6674;6674;50058049300046;"FEDERATION ENTERTAINMENT";1;0,571428571428571;"";"";NA;"";""
"6675";6675;6675;6675;6675;50058049390039;"FEDERATION ENTERTAINMENT";1;6,42857142857143;"";"";NA;"";""
"6676";6676;6676;6676;6676;50058491700016;"ISABELLE HENRY COM...TEL SARL";1;8,42857142857143;"";"";NA;"";""
"6677";6677;6677;6677;6677;50064776300019;"ADSAT INTERNATIONAL LIMITED";1;21,8571428571429;"";"";NA;"";""
"6678";6678;6678;6678;6678;50076695100015;"HOTEL DES VENTES MONTPELLIER LANGUEDOC";1;2,57142857142857;"";"";NA;"";""
"6679";6679;6679;6679;6679;50082337200015;"BEST SELLER CONSULTING";1;8,14285714285714;"";"";NA;"";""
"6680";6680;6680;6680;6680;50082337200023;"BEST CELLER CONSULTING";1;5,57142857142857;"";"";NA;"";""
"6681";6681;6681;6681;6681;50086148900036;"EKYOG";1;0,571428571428571;"";"";NA;"";""
"6682";6682;6682;6682;6682;50095885500032;"MICHELI PATRICK";1;6,42857142857143;"";"";NA;"";""
"6683";6683;6683;6683;6683;50110652000031;"WEBEDIA";1;21,8571428571429;"";"";NA;"";""
"6684";6684;6684;6684;6684;50110652000049;"WEBEDIA";1;12,4285714285714;"";"";NA;"";""
"6685";6685;6685;6685;6685;50123050200038;"DLP PARIS";1;12,2857142857143;"";"";NA;"";""
"6686";6686;6686;6686;6686;50124852000014;"CHEZ CANET";1;14,8571428571429;"";"";NA;"";""
"6687";6687;6687;6687;6687;50127669500019;"CREATIF PATRIMOINE";1;3,28571428571429;"";"";NA;"";""
"6688";6688;6688;6688;6688;50128405300060;"MADAME CELIA FELICIANO LOPES";1;3,57142857142857;"";"";NA;"";""
"6689";6689;6689;6689;6689;50130147700029;"BLACK LEMON";1;25,5714285714286;"";"";NA;"";""
"6690";6690;6690;6690;6690;50131312600010;"ASSOCIATION PARATGECM";1;6,57142857142857;"";"";NA;"";""
"6691";6691;6691;6691;6691;50139026400031;"VITAE BANQUE FINANCE ASSURANCE";1;17,4285714285714;"";"";NA;"";""
"6692";6692;6692;6692;6692;50140337200029;"VITAE AUDIT CONSEIL-PIANA ACCOMPAGNEMENT";1;21,5714285714286;"";"";NA;"";""
"6693";6693;6693;6693;6693;50143053200017;"UBISOFT INTERNATIONAL";1;25,5714285714286;"";"";NA;"";""
"6694";6694;6694;6694;6694;50151132300021;"CEREG TERRITOIRES";1;24,2857142857143;"";"";NA;"";""
"6695";6695;6695;6695;6695;50158950100052;"SMART";1;1,57142857142857;"";"";NA;"";""
"6696";6696;6696;6696;6696;50167730600042;"INSTITUT DESTINATION LANGUES";1;10,7142857142857;"";"";NA;"";""
"6697";6697;6697;6697;6697;50169135600023;"FCS CONSULTING";1;24,5714285714286;"";"";NA;"";""
"6698";6698;6698;6698;6698;50169448300022;"LES OPALINES NIMES LES OLIVIERS";1;13,1428571428571;"";"";NA;"";""
"6699";6699;6699;6699;6699;50169722100049;"KORIAN LES TAMARIS";1;9,57142857142857;"";"";NA;"";""
"6700";6700;6700;6700;6700;50181020400013;"LORICA ROMANA";1;2;"";"";NA;"";""
"6701";6701;6701;6701;6701;50181069100029;"VINS PIERRE RICHARD";1;7,85714285714286;"";"";NA;"";""
"6702";6702;6702;6702;6702;50183754600040;"HAD GUYANE";1;8,28571428571429;"";"";NA;"";""
"6703";6703;6703;6703;6703;50186419390147;"KWAI";1;4,42857142857143;"";"";NA;"";""
"6704";6704;6704;6704;6704;50186816000034;"AGAM RESEAU GERONTOLOGIE";1;7,14285714285714;"";"";NA;"";""
"6705";6705;6705;6705;6705;50191565600018;"MULTISERVICES ANIMAUX ET JARDINS";1;0,714285714285714;"";"";NA;"";""
"6706";6706;6706;6706;6706;50194347600025;"ATELIER DU PAPIER SOLEIL";1;5,42857142857143;"";"";NA;"";""
"6707";6707;6707;6707;6707;50195121400052;"BLUE SKY FORMATION";1;6,14285714285714;"";"";NA;"";""
"6708";6708;6708;6708;6708;50198474400018;"MEGARA ENTERTAINMENT SARL";1;4,14285714285714;"";"";NA;"";""
"6709";6709;6709;6709;6709;50207946000015;"ISF";1;25,4285714285714;"";"";NA;"";""
"6710";6710;6710;6710;6710;50208542600026;"AGENCE LOCALE ENERGIE";1;8,71428571428571;"";"";NA;"";""
"6711";6711;6711;6711;6711;50212292200045;"ALPHA EUROPE DISTRIBUTION";1;25,5714285714286;"";"";NA;"";""
"6712";6712;6712;6712;6712;50212589100015;"ASSOCIATION";1;1,57142857142857;"";"";NA;"";""
"6713";6713;6713;6713;6713;50213808400012;"TAEK DOJANG";1;25,8571428571429;"";"";NA;"";""
"6714";6714;6714;6714;6714;50222005600043;"KONBINI";1;26;"";"";NA;"";""
"6715";6715;6715;6715;6715;50225615900018;"OFFICE DE TOURISME DE MOUGINS";1;12,8571428571429;"";"";NA;"";""
"6716";6716;6716;6716;6716;50228404500023;"LAFAYETTE ASSOCIES";1;26;"";"";NA;"";""
"6717";6717;6717;6717;6717;50232482500012;"CABINET INFIRMIER";1;0,571428571428571;"";"";NA;"";""
"6718";6718;6718;6718;6718;50234785900014;"PAR NATURE";1;8,28571428571429;"";"";NA;"";""
"6719";6719;6719;6719;6719;50237136200018;"CABINET MEDICAL LIBERAL : PSYCHIATRIE ENFANT ET ADULTE";1;0,428571428571429;"";"";NA;"";""
"6720";6720;6720;6720;6720;50240486600019;"OBSERVATOIRE EUROPEEN DU PLURILINGUISME";1;2,57142857142857;"";"";NA;"";""
"6721";6721;6721;6721;6721;50242906100042;"LAETITIA LAFOUGE";1;5,57142857142857;"";"";NA;"";""
"6722";6722;6722;6722;6722;50245096800024;"SARL ATHEAS";1;1;"";"";NA;"";""
"6723";6723;6723;6723;6723;50246575000037;"APEF SERVICES";1;6,42857142857143;"";"";NA;"";""
"6724";6724;6724;6724;6724;50249252300027;"JOKAT-PANDORA";1;3;"";"";NA;"";""
"6725";6725;6725;6725;6725;50257781000018;"VETERINAIRE FERMAUD";1;3,57142857142857;"";"";NA;"";""
"6726";6726;6726;6726;6726;50287542000015;"WINSTORE";1;25,7142857142857;"";"";NA;"";""
"6727";6727;6727;6727;6727;50287947100022;"DAPHNE DELIYIANNI";1;17;"";"";NA;"";""
"6728";6728;6728;6728;6728;50294001800018;"COLLECTIF KOA";1;7,57142857142857;"";"";NA;"";""
"6729";6729;6729;6729;6729;50307716600018;"FLUIDRA";1;7,28571428571429;"";"";NA;"";""
"6730";6730;6730;6730;6730;50311684000060;"MAISON D'AZUR";1;18,4285714285714;"";"";NA;"";""
"6731";6731;6731;6731;6731;50318392300021;"LA DIRECTION";1;2,28571428571429;"";"";NA;"";""
"6732";6732;6732;6732;6732;50325688500024;"AGENCE REBELLE";1;4,57142857142857;"";"";NA;"";""
"6733";6733;6733;6733;6733;50328712000011;"MY SWEET MIND";1;6,57142857142857;"";"";NA;"";""
"6734";6734;6734;6734;6734;50331513700037;"EXPERNOVA";1;14,5714285714286;"";"";NA;"";""
"6735";6735;6735;6735;6735;50332481600019;"LILI HOTEL";1;6,85714285714286;"";"";NA;"";""
"6736";6736;6736;6736;6736;50348844700023;"GENERALE DES SERVICES";1;7,57142857142857;"";"";NA;"";""
"6737";6737;6737;6737;6737;50349407200021;"ASSOCIATION DE JASMIN D'ORIENT";1;15,8571428571429;"";"";NA;"";""
"6738";6738;6738;6738;6738;50349416300044;"TODA NACAO";1;4,14285714285714;"";"";NA;"";""
"6739";6739;6739;6739;6739;50356282900021;"COMIX-BURO";1;8,57142857142857;"";"";NA;"";""
"6740";6740;6740;6740;6740;50364587100024;"ABICYCLETTE";1;25,5714285714286;"";"";NA;"";""
"6741";6741;6741;6741;6741;50368443300017;"LES AMANINS";1;3,85714285714286;"";"";NA;"";""
"6742";6742;6742;6742;6742;50370645900016;"LIM GROUP";1;26,2857142857143;"";"";NA;"";""
"6743";6743;6743;6743;6743;50377857300017;"KOMETA FILMS";1;4,57142857142857;"";"";NA;"";""
"6744";6744;6744;6744;6744;50386255900039;"CHANTAL PULE TRADUCTIONS FRANCE SARL";1;25,8571428571429;"";"";NA;"";""
"6745";6745;6745;6745;6745;50391487100010;"LITTLE BIG GALERIE";1;7,71428571428571;"";"";NA;"";""
"6746";6746;6746;6746;6746;50391603300056;"CONTENTSQUARE";1;26,2857142857143;"";"";NA;"";""
"6747";6747;6747;6747;6747;50410540400025;"ATELIERS MULTIFORMES D'ACCOMPAGNEMENT A LA CREATIVITE";1;16,5714285714286;"";"";NA;"";""
"6748";6748;6748;6748;6748;50413228300046;"BON CLIC BON GENRE WITIM";1;25,8571428571429;"";"";NA;"";""
"6749";6749;6749;6749;6749;50430293600019;"LA COMPAGNIE DES VOYAGEURS";1;0,571428571428571;"";"";NA;"";""
"6750";6750;6750;6750;6750;50447232500027;"THE OLIGARCHS PRODUCTIONS";1;24,5714285714286;"";"";NA;"";""
"6751";6751;6751;6751;6751;50448915400014;"SURDI34";1;26,1428571428571;"";"";NA;"";""
"6752";6752;6752;6752;6752;50450760900023;"SOCIETE CEVENOLE D'EXPERTISE COMPTABLE";1;5,57142857142857;"";"";NA;"";""
"6753";6753;6753;6753;6753;50450871400012;"VIVACITE";1;7;"";"";NA;"";""
"6754";6754;6754;6754;6754;50456988000025;"CIRCE";1;9,57142857142857;"";"";NA;"";""
"6755";6755;6755;6755;6755;50473986300034;"DYNAMIQUE ENTREPRENEURIALE SAS";1;17,2857142857143;"";"";NA;"";""
"6756";6756;6756;6756;6756;50474646200010;"LE FIL ROUGE ALZHEIMER";1;5,57142857142857;"";"";NA;"";""
"6757";6757;6757;6757;6757;50476502500029;"NEXILONE";1;8,71428571428571;"";"";NA;"";""
"6758";6758;6758;6758;6758;50480920300012;"LES CHEVALIERS DU FAUCON NOIR";1;7,14285714285714;"";"";NA;"";""
"6759";6759;6759;6759;6759;50480920300020;"LES CHEVALIERS DU FAUCON NOIR";1;8,71428571428571;"";"";NA;"";""
"6760";6760;6760;6760;6760;50485821800028;"APEF SERVICES NIMES";1;8,28571428571429;"";"";NA;"";""
"6761";6761;6761;6761;6761;50490233900028;"BUFFALO CORP";1;2,57142857142857;"";"";NA;"";""
"6762";6762;6762;6762;6762;50492109900025;"OLIV PRODUCTION";1;6,57142857142857;"";"";NA;"";""
"6763";6763;6763;6763;6763;50494092500010;"ST MICRO ELECTRONICS";1;12,8571428571429;"";"";NA;"";""
"6764";6764;6764;6764;6764;50495477700059;"QUAL&VIE";1;9,57142857142857;"";"";NA;"";""
"6765";6765;6765;6765;6765;50500852400033;"ASSOCIATION LE BARIL";1;5,42857142857143;"";"";NA;"";""
"6766";6766;6766;6766;6766;50511607900011;"ENTREPRISE";1;5,57142857142857;"";"";NA;"";""
"6767";6767;6767;6767;6767;50513327200029;"LABWATA CREATIONS";1;0,714285714285714;"";"";NA;"";""
"6768";6768;6768;6768;6768;50513327200037;"CONSEIL EN RELATIONS PUBLIQUES ET COMMUNICATION";1;0,857142857142857;"";"";NA;"";""
"6769";6769;6769;6769;6769;50517921800019;"ARCOVAN";1;12,5714285714286;"";"";NA;"";""
"6770";6770;6770;6770;6770;50540921900027;"AH PRODUCTION";1;7,57142857142857;"";"";NA;"";""
"6771";6771;6771;6771;6771;50738815500016;"CERISE MEDIA";1;26;"";"";NA;"";""
"6772";6772;6772;6772;6772;50741273200038;"RESIDENCE MUTUALISTE DE PEZILLA LA RIVIERE";1;0,571428571428571;"";"";NA;"";""
"6773";6773;6773;6773;6773;50741765700024;"CLINIQUE DES MINIMES";1;20,1428571428571;"";"";NA;"";""
"6774";6774;6774;6774;6774;50741782200024;"PEAU DE LAPIN";1;0,571428571428571;"";"";NA;"";""
"6775";6775;6775;6775;6775;50750959400010;"AGENCE COSTE";1;0,571428571428571;"";"";NA;"";""
"6776";6776;6776;6776;6776;50754286800033;"ACTUALITTE";1;3,57142857142857;"";"";NA;"";""
"6777";6777;6777;6777;6777;50758037100023;"THEATRE MODERNE";1;7,28571428571429;"";"";NA;"";""
"6778";6778;6778;6778;6778;50763883100028;"PERSPECTIVE FILMS";1;17,4285714285714;"";"";NA;"";""
"6779";6779;6779;6779;6779;50779576300022;"APEF JUVIGNAC";1;11,5714285714286;"";"";NA;"";""
