"";"X.3";"X.2";"X.1";"X";"Numsiret";"Nometablissement";"nb_stages";"nb_heures";"url";"wiki";"keywords";"keywords_wiki";"keywords_wiki_dbpedia"
"6312";6312;6312;6312;6312;47866534200018;"ENCOTEXT";1;17,2857142857143;"";"";NA;"";""
"6313";6313;6313;6313;6313;47873965900025;"ASSOCIATION LA PLEIADE";1;27,5714285714286;"";"";NA;"";""
"6314";6314;6314;6314;6314;47875796600013;"NETIA";1;4,42857142857143;"";"";NA;"";""
"6315";6315;6315;6315;6315;47878467100024;"A.D.A.";1;2,57142857142857;"";"";NA;"";""
"6316";6316;6316;6316;6316;47880792800021;"NEXTCONTREPOINT";1;7,42857142857143;"";"";NA;"";""
"6317";6317;6317;6317;6317;47883493000016;"CREDIT AGRICOLE NORMANDIE";1;21,5714285714286;"";"";NA;"";""
"6318";6318;6318;6318;6318;47886961300016;"ARTISAN DE LA PIERRE";1;0,714285714285714;"";"";NA;"";""
"6319";6319;6319;6319;6319;47888454700033;"MAISON CHAMPANHET";1;20,5714285714286;"";"";NA;"";""
"6320";6320;6320;6320;6320;47889119500016;"COULEUR CORSE";1;25;"";"";NA;"";""
"6321";6321;6321;6321;6321;47899316500040;"AK COMMUNICATION";1;3,85714285714286;"";"";NA;"";""
"6322";6322;6322;6322;6322;47901093600041;"APOLLO SSC";1;26,1428571428571;"";"";NA;"";""
"6323";6323;6323;6323;6323;47903154400022;"MAISON DE SOLENN - MAISON DES ADOLESENTS COCHIN PARIS";1;18,5714285714286;"";"";NA;"";""
"6324";6324;6324;6324;6324;47913082500017;"MAISON DE L’ARCHITECTURE OCCITANIE MEDITERRANEE";1;10,5714285714286;"";"";NA;"";""
"6325";6325;6325;6325;6325;47919820200018;"COLOMBES VOYAGES";1;6,14285714285714;"";"";NA;"";""
"6326";6326;6326;6326;6326;47920353100013;"AIT CONSULTANTS";1;21,1428571428571;"";"";NA;"";""
"6327";6327;6327;6327;6327;47924145700049;"ARTERO PAOLA";1;2,57142857142857;"";"";NA;"";""
"6328";6328;6328;6328;6328;47925716400018;"KORIAN LE BASTION";1;0,714285714285714;"";"";NA;"";""
"6329";6329;6329;6329;6329;47932868400036;"RELAIS FRANCE CHINE";1;14,4285714285714;"";"";NA;"";""
"6330";6330;6330;6330;6330;47934358400039;"MAISON D'ACCUEIL SPECIALISE";1;33,2857142857143;"";"";NA;"";""
"6331";6331;6331;6331;6331;47940056600028;"CRECHE ""LES JARDINS DE FLORE""";1;2,28571428571429;"";"";NA;"";""
"6332";6332;6332;6332;6332;47942241200037;"INFLUACTIVE HERVE BIGAL NTIC";1;25,5714285714286;"";"";NA;"";""
"6333";6333;6333;6333;6333;47944003400011;"DECIBULLES";1;13,2857142857143;"";"";NA;"";""
"6334";6334;6334;6334;6334;47947663200019;"ASSOCIATION AUTREMENT CLASSE";1;17,1428571428571;"";"";NA;"";""
"6335";6335;6335;6335;6335;47952918200103;"GEOTER";1;24,7142857142857;"";"";NA;"";""
"6336";6336;6336;6336;6336;47953482800013;"IMAGINE";1;0,857142857142857;"";"";NA;"";""
"6337";6337;6337;6337;6337;47960493600019;"ADMR SERVI SUD DU PISCINOIS";1;7,57142857142857;"";"";NA;"";""
"6338";6338;6338;6338;6338;47961543700015;"ATELIER THIERRY ROCHE ET ASSOCIES";1;12,5714285714286;"";"";NA;"";""
"6339";6339;6339;6339;6339;47963371100011;"L'IMPRIMERIE DU MIDI";1;3,57142857142857;"";"";NA;"";""
"6340";6340;6340;6340;6340;47963837100027;"NET RECRUTE";1;23,2857142857143;"";"";NA;"";""
"6341";6341;6341;6341;6341;47967861700024;"EURO-SAUMANE";1;7,71428571428571;"";"";NA;"";""
"6342";6342;6342;6342;6342;47970541000039;"LE GARAGE ELECTRIQUE";1;14,4285714285714;"";"";NA;"";""
"6343";6343;6343;6343;6343;47980619200080;"LEADER INTERIM";1;24,5714285714286;"";"";NA;"";""
"6344";6344;6344;6344;6344;47991319600016;"EHPAD RESIDENCE HERMES";1;15,2857142857143;"";"";NA;"";""
"6345";6345;6345;6345;6345;47993944900241;"UNIFAF";1;20;"";"";NA;"";""
"6346";6346;6346;6346;6346;47998701800054;"BUREAU D'ETUDES  AD3E";1;25,1428571428571;"";"";NA;"";""
"6347";6347;6347;6347;6347;47999228100036;"LINCOLN HR GROUP";1;27,5714285714286;"";"";NA;"";""
"6348";6348;6348;6348;6348;48004213400027;"LE DEMOCRATE INDEPENDANT";1;4,28571428571429;"";"";NA;"";""
"6349";6349;6349;6349;6349;48008130600130;"WOLTERS KLUWER";1;12,5714285714286;"";"";NA;"";""
"6350";6350;6350;6350;6350;48012645700013;"ALFMED";1;6,14285714285714;"";"";NA;"";""
"6351";6351;6351;6351;6351;48012816400013;"LE CLOS LUCE";1;26,1428571428571;"";"";NA;"";""
"6352";6352;6352;6352;6352;48016227000015;"ECOLE INTERCULTURELLE DE FRANCAIS POUR ETRANGERS";1;8,14285714285714;"";"";NA;"";""
"6353";6353;6353;6353;6353;48021167100197;"M+ MATERIAUX";1;6,42857142857143;"";"";NA;"";""
"6354";6354;6354;6354;6354;48027880300014;"ULVF GESTION";1;17,4285714285714;"";"";NA;"";""
"6355";6355;6355;6355;6355;48028016300035;"L'ATELIER D'IMAGES";1;25,5714285714286;"";"";NA;"";""
"6356";6356;6356;6356;6356;48028527900018;"MAISON DE RETRAITE";1;10,5714285714286;"";"";NA;"";""
"6357";6357;6357;6357;6357;48030219900058;"INTHEMOOD...";1;21,8571428571429;"";"";NA;"";""
"6358";6358;6358;6358;6358;48035229300132;"PLANETT SUD EST SARL";1;21,4285714285714;"";"";NA;"";""
"6359";6359;6359;6359;6359;48039316400011;"SAS HYPER ST AUNES";1;5,71428571428571;"";"";NA;"";""
"6360";6360;6360;6360;6360;48040069600021;"ENVILYS";1;24,5714285714286;"";"";NA;"";""
"6361";6361;6361;6361;6361;48041163600016;"COLLECTIF SUD";1;3;"";"";NA;"";""
"6362";6362;6362;6362;6362;48044639200015;"ASSOCIATION LE MARTOURET";1;3,71428571428571;"";"";NA;"";""
"6363";6363;6363;6363;6363;48048342900043;"REGIE DE TERRITOIRE";1;31,5714285714286;"";"";NA;"";""
"6364";6364;6364;6364;6364;48052586400025;"RD-TRANSCRIPTION";1;8,57142857142857;"";"";NA;"";""
"6365";6365;6365;6365;6365;48055587900075;"PROMAN";1;23,2857142857143;"";"";NA;"";""
"6366";6366;6366;6366;6366;48058390500017;"ASSOCIATION ESPERANCE";1;4,42857142857143;"";"";NA;"";""
"6367";6367;6367;6367;6367;48071410400043;"AQUALOVE SAUVETAGE";1;6,57142857142857;"";"";NA;"";""
"6368";6368;6368;6368;6368;48073922600037;"PARTI DE GAUCHE";1;12,8571428571429;"";"";NA;"";""
"6369";6369;6369;6369;6369;48091503200027;"MARTANGE PRODUCTION";1;3,14285714285714;"";"";NA;"";""
"6370";6370;6370;6370;6370;48102002200291;"SIMPLY MARKET";1;5,28571428571429;"";"";NA;"";""
"6371";6371;6371;6371;6371;48109573500041;"ASSOCIATION LEDA";1;10,5714285714286;"";"";NA;"";""
"6372";6372;6372;6372;6372;48127140100020;"IDSCENES";1;13,5714285714286;"";"";NA;"";""
"6373";6373;6373;6373;6373;48130514200012;"ASEISTE";1;20,5714285714286;"";"";NA;"";""
"6374";6374;6374;6374;6374;48153185300010;"ATOUT METIER LR";1;17,2857142857143;"";"";NA;"";""
"6375";6375;6375;6375;6375;48163343600011;"GROUPEMENT DE GENDARMERIE DU GARD";1;0,571428571428571;"";"";NA;"";""
"6376";6376;6376;6376;6376;48166225200016;"COMPAGNIE GERARD F";1;0,857142857142857;"";"";NA;"";""
"6377";6377;6377;6377;6377;48175619500014;"FONDS ROBERTO CIMETTA";1;25,8571428571429;"";"";NA;"";""
"6378";6378;6378;6378;6378;48182623800034;"DESTOCK-34-ELEC";1;7,71428571428571;"";"";NA;"";""
"6379";6379;6379;6379;6379;48190638600018;"SPIN CO";1;26,1428571428571;"";"";NA;"";""
"6380";6380;6380;6380;6380;48197974800060;"MC COMPANY BANANAMOON";1;22,5714285714286;"";"";NA;"";""
"6381";6381;6381;6381;6381;48206578600089;"FAST RETAILING";1;25,5714285714286;"";"";NA;"";""
"6382";6382;6382;6382;6382;48208480300022;"CHINACO TRAVEL";1;21,8571428571429;"";"";NA;"";""
"6383";6383;6383;6383;6383;48209484400016;"CLINIQUE LES TAMARINS OUEST";1;2,42857142857143;"";"";NA;"";""
"6384";6384;6384;6384;6384;48215753400017;"STYLE SON ET VIDEO";1;0,571428571428571;"";"";NA;"";""
"6385";6385;6385;6385;6385;48226489200019;"10-4-68 STUDIO";1;0,571428571428571;"";"";NA;"";""
"6386";6386;6386;6386;6386;48229080600033;"GREY CONSULTING";1;17,5714285714286;"";"";NA;"";""
"6387";6387;6387;6387;6387;48243549200020;"CLINIQUE SAINT JOSEPH";1;1,57142857142857;"";"";NA;"";""
"6388";6388;6388;6388;6388;48254351900011;"LIEUX DITS - LITELYS";1;25,5714285714286;"";"";NA;"";""
"6389";6389;6389;6389;6389;48259819000056;"LES IMPRODUCTIBLES";1;3,85714285714286;"";"";NA;"";""
"6390";6390;6390;6390;6390;48267286200083;"EDITIONS PERSEE";1;25,5714285714286;"";"";NA;"";""
"6391";6391;6391;6391;6391;48267474400024;"SCIC AKWABA KA THEATRE";1;13,5714285714286;"";"";NA;"";""
"6392";6392;6392;6392;6392;48276925400038;"L'AVION JAUNE";1;26,1428571428571;"";"";NA;"";""
"6393";6393;6393;6393;6393;48277210000012;"TRANSAC CONSEIL";1;14,8571428571429;"";"";NA;"";""
"6394";6394;6394;6394;6394;48278364400040;"SARL ORDIVALS";1;9,71428571428571;"";"";NA;"";""
"6395";6395;6395;6395;6395;48281304500051;"ZEPETRA";1;2,57142857142857;"";"";NA;"";""
"6396";6396;6396;6396;6396;48281798800017;"AGENCE DE PUBLICITE";1;5,57142857142857;"";"";NA;"";""
"6397";6397;6397;6397;6397;48285537600026;"AGENCE CANDIDE";1;22,5714285714286;"";"";NA;"";""
"6398";6398;6398;6398;6398;48286121800014;"DIAPASONIA";1;12,8571428571429;"";"";NA;"";""
"6399";6399;6399;6399;6399;48290306900011;"ATELIER GALERIE DES BOURGADES";1;1,85714285714286;"";"";NA;"";""
"6400";6400;6400;6400;6400;48304831000013;"WOOMAN";1;7,28571428571429;"";"";NA;"";""
"6401";6401;6401;6401;6401;48316680700022;": DCG";1;6,71428571428571;"";"";NA;"";""
"6402";6402;6402;6402;6402;48322761700014;"PETIT MONDE";1;4,57142857142857;"";"";NA;"";""
"6403";6403;6403;6403;6403;48330021600023;"JOUR DE FETE";1;25,5714285714286;"";"";NA;"";""
"6404";6404;6404;6404;6404;48334296000018;"LA CONCEPTERIA";1;16,4285714285714;"";"";NA;"";""
"6405";6405;6405;6405;6405;48337268600012;"TOURNAY ISABELLE";1;7,42857142857143;"";"";NA;"";""
"6406";6406;6406;6406;6406;48338486300021;"COM'EVENT ORGANISATION";1;3,85714285714286;"";"";NA;"";""
"6407";6407;6407;6407;6407;48345764400019;"REGIE CULTURELLE SCENES ET CINES OUEST PROVENCE";1;0,428571428571429;"";"";NA;"";""
"6408";6408;6408;6408;6408;48349097500024;"LNH HOLDING";1;19,5714285714286;"";"";NA;"";""
"6409";6409;6409;6409;6409;48354025800025;"PERPIGNAN ST ESTEVE MEDITERRANEE";1;0,285714285714286;"";"";NA;"";""
"6410";6410;6410;6410;6410;48358126000013;"LA CLEF DES CHAMPS";1;1,57142857142857;"";"";NA;"";""
"6411";6411;6411;6411;6411;48372372200037;"SARL URBADOC";1;27,5714285714286;"";"";NA;"";""
"6412";6412;6412;6412;6412;48376029400015;"SINAPSES CONSEILS";1;13,1428571428571;"";"";NA;"";""
"6413";6413;6413;6413;6413;48381969400033;"SARL";1;11;"";"";NA;"";""
"6414";6414;6414;6414;6414;48385350300017;"LES AMICS DE L'OCCITAN";1;25,7142857142857;"";"";NA;"";""
"6415";6415;6415;6415;6415;48393970800036;"CHAMBRE DE COMMERCE ET D’INDUSTRIE FRANCO-PORTUGAISE";1;25,5714285714286;"";"";NA;"";""
"6416";6416;6416;6416;6416;48395421000033;"RAJE NIMES";1;1,57142857142857;"";"";NA;"";""
"6417";6417;6417;6417;6417;48417505400036;"SYNTAX FRANCE";1;17,1428571428571;"";"";NA;"";""
"6418";6418;6418;6418;6418;48430716000016;"VINA PEROLS";1;26;"";"";NA;"";""
"6419";6419;6419;6419;6419;48431220200043;"MISOPA / TETE DE COM";1;3,71428571428571;"";"";NA;"";""
"6420";6420;6420;6420;6420;48443176200018;"UNION DEPARTEMENTALE SOLIDAIRES 34";1;21,8571428571429;"";"";NA;"";""
"6421";6421;6421;6421;6421;48445939100013;"ASSOCIATION";1;3,57142857142857;"";"";NA;"";""
"6422";6422;6422;6422;6422;48454167700023;"THE VIBRANT PROJECT";1;13,2857142857143;"";"";NA;"";""
"6423";6423;6423;6423;6423;48464494300066;"FRANCE NOUNOUS";1;20,4285714285714;"";"";NA;"";""
"6424";6424;6424;6424;6424;48466927000023;"U-STRUCTURENOUVELLE";1;6;"";"";NA;"";""
"6425";6425;6425;6425;6425;48473612900053;"L'ATELIER DOCUMENTAIRE";1;1;"";"";NA;"";""
"6426";6426;6426;6426;6426;48476569800036;"MANPOWER FRANCE";1;26,1428571428571;"";"";NA;"";""
"6427";6427;6427;6427;6427;48484472500040;"MAITRE ARNAUD DURAND";1;12,7142857142857;"";"";NA;"";""
"6428";6428;6428;6428;6428;48486685000023;"SISTER'S";1;4,28571428571429;"";"";NA;"";""
"6429";6429;6429;6429;6429;48490435400020;"ASSOCIATION MUSIC PRODUCTION ARTISTIC INTERNATIONAL";1;8,57142857142857;"";"";NA;"";""
"6430";6430;6430;6430;6430;48496118090103;"ELOA PROD";1;11,4285714285714;"";"";NA;"";""
"6431";6431;6431;6431;6431;48498288900020;"COSTA CROISIERE SPA FRANCE";1;25,4285714285714;"";"";NA;"";""
"6432";6432;6432;6432;6432;48503118100244;"ATTIJARIWAFA BANK EUROPE";1;8,57142857142857;"";"";NA;"";""
"6433";6433;6433;6433;6433;48506551000029;"UNIVERSAL BEAUTY GROUP";1;6,57142857142857;"";"";NA;"";""
"6434";6434;6434;6434;6434;48511474800042;"CABINET LOBOGNON";1;3;"";"";NA;"";""
"6435";6435;6435;6435;6435;48517736400018;"HOPITAL EUROPEEN GEORGES POMPIDOU";1;25,5714285714286;"";"";NA;"";""
"6436";6436;6436;6436;6436;48528721300022;"ADPSY";1;45,5714285714286;"";"";NA;"";""
"6437";6437;6437;6437;6437;48530006500045;"ACN IMMO CONSEIL";1;0,571428571428571;"";"";NA;"";""
"6438";6438;6438;6438;6438;48536694200012;"CLINIQUE EUZENAT-LERESCHE";1;2,71428571428571;"";"";NA;"";""
"6439";6439;6439;6439;6439;48537464900047;"NETEVEN";1;26,4285714285714;"";"";NA;"";""
"6440";6440;6440;6440;6440;48537714700072;"SAMSIC EMPLOI";1;26;"";"";NA;"";""
"6441";6441;6441;6441;6441;48538981100012;"GRAND PORT MARITIME LA ROCHELLE";1;13;"";"";NA;"";""
"6442";6442;6442;6442;6442;48744903500012;"SSIAD EQUILIBRE";1;7,28571428571429;"";"";NA;"";""
"6443";6443;6443;6443;6443;48746415800012;"ALIENOR ASSISTANCE";1;2,57142857142857;"";"";NA;"";""
"6444";6444;6444;6444;6444;48747371200015;"FORMAIDE CONSEILS - HYGIENE DEPOT";1;38,2857142857143;"";"";NA;"";""
"6445";6445;6445;6445;6445;48749600200048;"LYCEE GIOCANTE DE CASABIANCA";1;0,571428571428571;"";"";NA;"";""
"6446";6446;6446;6446;6446;48750183500010;"EUPALINOS";1;10,5714285714286;"";"";NA;"";""
"6447";6447;6447;6447;6447;48750487000014;"THEATRE TOURSKY";1;21,4285714285714;"";"";NA;"";""
"6448";6448;6448;6448;6448;48751501700027;"ATLANTIS TELEVISION";1;15,5714285714286;"";"";NA;"";""
"6449";6449;6449;6449;6449;48753009902584;"NEXITY";1;4,14285714285714;"";"";NA;"";""
"6450";6450;6450;6450;6450;48757393300016;"VETERINAIRE";1;1,71428571428571;"";"";NA;"";""
"6451";6451;6451;6451;6451;48765002000018;"SELLIER IMPACT";1;15,4285714285714;"";"";NA;"";""
"6452";6452;6452;6452;6452;48769608000620;"ODALYS RESIDENCES";1;12,7142857142857;"";"";NA;"";""
"6453";6453;6453;6453;6453;48769608000638;"ODALYS RESIDENCE SAINT LOUP";1;13,1428571428571;"";"";NA;"";""
"6454";6454;6454;6454;6454;48769608001800;"PRESTIGE DU GOLFE";1;13,8571428571429;"";"";NA;"";""
"6455";6455;6455;6455;6455;48777605600011;"FEES D'HIVER";1;4,14285714285714;"";"";NA;"";""
"6456";6456;6456;6456;6456;48786363100056;"RAKUTEN AQUAFADAS";1;25,5714285714286;"";"";NA;"";""
"6457";6457;6457;6457;6457;48791781700016;"ADONIM";1;1,71428571428571;"";"";NA;"";""
"6458";6458;6458;6458;6458;48791804700019;"MAISON CARRATIE";1;7,28571428571429;"";"";NA;"";""
"6459";6459;6459;6459;6459;48793113100014;"PIPAA EDITIONS";1;12,5714285714286;"";"";NA;"";""
"6460";6460;6460;6460;6460;48795234300027;"SOLUNEA";1;21,1428571428571;"";"";NA;"";""
"6461";6461;6461;6461;6461;48807923700027;"VINCENT RIBERA ORGANISATION";1;1,85714285714286;"";"";NA;"";""
"6462";6462;6462;6462;6462;48817059800038;"LES PROMENADES PHOTOGRAPHIQUES DE VENDOME";1;10,2857142857143;"";"";NA;"";""
"6463";6463;6463;6463;6463;48822752100025;"PAYS SERRE PONCON UBAYE DURANCE";1;12,8571428571429;"";"";NA;"";""
"6464";6464;6464;6464;6464;48823488100016;"RAFAL- RESEAU D´AFFAIRES FRANCO-ALLEMAND DU LANGUEDOC-ROUSSILLON";1;25,1428571428571;"";"";NA;"";""
"6465";6465;6465;6465;6465;48828107200030;"ACCORDS EN SCENE";1;28,1428571428571;"";"";NA;"";""
"6466";6466;6466;6466;6466;48828319300040;"ALFAMA FILMS PRODUCTIONS";1;13;"";"";NA;"";""
"6467";6467;6467;6467;6467;48832202500047;"DESTINO WORLD";1;17,1428571428571;"";"";NA;"";""
"6468";6468;6468;6468;6468;48840966500038;"EFFISSENS";1;2,28571428571429;"";"";NA;"";""
"6469";6469;6469;6469;6469;48841715500055;"EHPAD KORIAN HAMEAU DE LA SOURCE";1;35,1428571428571;"";"";NA;"";""
"6470";6470;6470;6470;6470;48845127900035;"ECOSISTEMS";1;19,1428571428571;"";"";NA;"";""
"6471";6471;6471;6471;6471;48847729004000;"ACCEUIL ET SUIVI EN MILIEU OUVERT";1;6,57142857142857;"";"";NA;"";""
"6472";6472;6472;6472;6472;48862425500235;"SOUS MON TOIT";1;8,28571428571429;"";"";NA;"";""
"6473";6473;6473;6473;6473;48862425500334;"SARL SOUS MON TOIT";1;8,42857142857143;"";"";NA;"";""
"6474";6474;6474;6474;6474;48873480700024;"VINS ET MERVEILLES D'OCCITANIE";1;21,8571428571429;"";"";NA;"";""
"6475";6475;6475;6475;6475;48876991000040;"COLOMBES VOYAGES";1;6,28571428571429;"";"";NA;"";""
"6476";6476;6476;6476;6476;48879445400022;"TV VENDEE";1;0,285714285714286;"";"";NA;"";""
"6477";6477;6477;6477;6477;48885817600024;"SARL LA GRANGE A PAIN";1;2,57142857142857;"";"";NA;"";""
"6478";6478;6478;6478;6478;48886236800039;"GSE";1;23,5714285714286;"";"";NA;"";""
"6479";6479;6479;6479;6479;48888217600032;"SARL LE SOT L'Y LAISSE-CAMPING HAMACS";1;22,7142857142857;"";"";NA;"";""
"6480";6480;6480;6480;6480;48888248100036;"LES PENSEES";1;0,571428571428571;"";"";NA;"";""
"6481";6481;6481;6481;6481;48893528900014;"DOMAINE LES FLEURS D'AGDE";1;26,7142857142857;"";"";NA;"";""
"6482";6482;6482;6482;6482;48899637200014;"PARLER FRANCAIS LA ROCHELLE";1;6,57142857142857;"";"";NA;"";""
"6483";6483;6483;6483;6483;48904873600024;"PETIT FILM";1;20,4285714285714;"";"";NA;"";""
"6484";6484;6484;6484;6484;48906985600032;"LYON CAPITALE";1;2,57142857142857;"";"";NA;"";""
"6485";6485;6485;6485;6485;48924385700039;"INTERIM D'OC";1;21,5714285714286;"";"";NA;"";""
"6486";6486;6486;6486;6486;48937569100206;"BIEN A LA MAISON";1;7,57142857142857;"";"";NA;"";""
"6487";6487;6487;6487;6487;48937569100321;"BIEN A LA MAISON";1;7,42857142857143;"";"";NA;"";""
"6488";6488;6488;6488;6488;48938875100013;"EHPAD LA POMAREDE";1;2,57142857142857;"";"";NA;"";""
"6489";6489;6489;6489;6489;48938875100021;"EHPAD LA POMAREDE";1;25,8571428571429;"";"";NA;"";""
"6490";6490;6490;6490;6490;48940898900023;"LHERMET MAXIME";1;2;"";"";NA;"";""
"6491";6491;6491;6491;6491;48947999800036;"L'OSTAU OCCITAN (SECTION DE L'INSTITUT D'ETUDES OCCITANES POUR LE DEPARTEMENT DE LA GIRONDE)";1;0,857142857142857;"";"";NA;"";""
"6492";6492;6492;6492;6492;48948534200021;"CABINET INFIRMIER";1;1,28571428571429;"";"";NA;"";""
"6493";6493;6493;6493;6493;48962613500300;"INGEROP CONSEIL ET INGENIERIE";1;26,1428571428571;"";"";NA;"";""
"6494";6494;6494;6494;6494;48962613500334;"INGEROP ICI";1;26,1428571428571;"";"";NA;"";""
"6495";6495;6495;6495;6495;48962613500359;"INGEROP CONSEIL ET INGENIERIE";1;25,5714285714286;"";"";NA;"";""
"6496";6496;6496;6496;6496;48974917600025;"SHELLAC SUD";1;25,5714285714286;"";"";NA;"";""
"6497";6497;6497;6497;6497;48977290500019;"WORK METHOD";1;17,4285714285714;"";"";NA;"";""
"6498";6498;6498;6498;6498;48980918600021;"YKF";1;25,5714285714286;"";"";NA;"";""
"6499";6499;6499;6499;6499;48989390900049;"GLOBESAILOR";1;21,4285714285714;"";"";NA;"";""
"6500";6500;6500;6500;6500;48989582100028;"SPARTOO SAS";1;25,8571428571429;"";"";NA;"";""
"6501";6501;6501;6501;6501;48994191400017;"AKOREACRO";1;6,71428571428571;"";"";NA;"";""
"6502";6502;6502;6502;6502;48994601200023;"CHEZMOIPROD";1;1,57142857142857;"";"";NA;"";""
"6503";6503;6503;6503;6503;49002086400024;"ARCHEODUNUM SAS";1;12,5714285714286;"";"";NA;"";""
"6504";6504;6504;6504;6504;49003309900014;"MAISON D'ARRET DE VILLENEUVE LES MAGUELONE";1;19,2857142857143;"";"";NA;"";""
"6505";6505;6505;6505;6505;49018182300017;"CLUB DES EXPORTATEURS DE FRANCE";1;5,85714285714286;"";"";NA;"";""
"6506";6506;6506;6506;6506;49022952300017;"ECOBOX";1;14,4285714285714;"";"";NA;"";""
"6507";6507;6507;6507;6507;49022978800024;"A2MICILE";1;5,71428571428571;"";"";NA;"";""
"6508";6508;6508;6508;6508;49024225200016;"SC CHATEAU ROMANIN";1;25,7142857142857;"";"";NA;"";""
"6509";6509;6509;6509;6509;49025855500039;"ART OF LIVING FRANCE";1;6,57142857142857;"";"";NA;"";""
"6510";6510;6510;6510;6510;49028124300033;"ISDEL ENERGY";1;8,42857142857143;"";"";NA;"";""
"6511";6511;6511;6511;6511;49043158200017;"CITOYEN 13";1;16,5714285714286;"";"";NA;"";""
"6512";6512;6512;6512;6512;49044632500022;"EHPAD SAINT LOUIS DU GOLF";1;2,14285714285714;"";"";NA;"";""
"6513";6513;6513;6513;6513;49048373200049;"INSTITUT DE PROSPECTIVE ECONOMIQUE DU MONDE MEDITERRANEEN";1;25,7142857142857;"";"";NA;"";""
"6514";6514;6514;6514;6514;49053592900023;"DECOUPAGES";1;26,2857142857143;"";"";NA;"";""
"6515";6515;6515;6515;6515;49064809400012;"LA FRICHE DE MIMI";1;7,42857142857143;"";"";NA;"";""
"6516";6516;6516;6516;6516;49066832400018;"MECS LES JEUNES POUSSES";1;12,8571428571429;"";"";NA;"";""
"6517";6517;6517;6517;6517;49069931100042;"EHPAD ""LA TRAMONTANE""";1;0,285714285714286;"";"";NA;"";""
"6518";6518;6518;6518;6518;49082037000016;"DOCUMENTAVIZ";1;8,85714285714286;"";"";NA;"";""
"6519";6519;6519;6519;6519;49093522800034;"SAS LANGUEDOC RESTAURATION";1;25,7142857142857;"";"";NA;"";""
"6520";6520;6520;6520;6520;49097127200011;"ECOLE MATERNELLE GRAND PIN";1;0,428571428571429;"";"";NA;"";""
"6521";6521;6521;6521;6521;49098556100011;"ISFAC";1;5,57142857142857;"";"";NA;"";""
"6522";6522;6522;6522;6522;49100711800012;"MUNDIGO";1;154,571428571429;"";"";NA;"";""
"6523";6523;6523;6523;6523;49108550200012;"FORUM TV LR";1;28,5714285714286;"";"";NA;"";""
"6524";6524;6524;6524;6524;49109538600034;"SHOWROOM HELENIS MUST";1;2,57142857142857;"";"";NA;"";""
"6525";6525;6525;6525;6525;49111837800133;"ODALYS CITY LES OCCITANES";1;5,57142857142857;"";"";NA;"";""
"6526";6526;6526;6526;6526;49125728300029;"FM2J";1;17,2857142857143;"";"";NA;"";""
"6527";6527;6527;6527;6527;49128457600031;"KANGOUROU KIDS";1;21,5714285714286;"";"";NA;"";""
"6528";6528;6528;6528;6528;49136609200014;"LES CONSULS DE MER";1;2;"";"";NA;"";""
"6529";6529;6529;6529;6529;49144887400025;"REZO FILMS";1;6,28571428571429;"";"";NA;"";""
"6530";6530;6530;6530;6530;49170004300012;"GROUPEMENT D'EMPLOYEURS DE PARAZA";1;25,8571428571429;"";"";NA;"";""
"6531";6531;6531;6531;6531;49176733100011;"MELTING K";1;3,85714285714286;"";"";NA;"";""
"6532";6532;6532;6532;6532;49182214400011;"ASSOCIATION SORTIEOUEST";1;16,8571428571429;"";"";NA;"";""
"6533";6533;6533;6533;6533;49207939700039;"HYBRIDE CONSEIL SARL";1;2,57142857142857;"";"";NA;"";""
"6534";6534;6534;6534;6534;49208491800019;"COHERENCE RESEAU";1;2;"";"";NA;"";""
"6535";6535;6535;6535;6535;49217250700039;"RADIO LARZAC";1;5,42857142857143;"";"";NA;"";""
"6536";6536;6536;6536;6536;49220117300019;"STUDIO EN-PHASE";1;1,57142857142857;"";"";NA;"";""
"6537";6537;6537;6537;6537;49226090600028;"ROSSINI EXPERTISE AUDIT";1;4,14285714285714;"";"";NA;"";""
"6538";6538;6538;6538;6538;49234936000023;"LA LIGNE DE VIE";1;13,5714285714286;"";"";NA;"";""
"6539";6539;6539;6539;6539;49237790800032;"BEEMOOV";1;14,5714285714286;"";"";NA;"";""
"6540";6540;6540;6540;6540;49238115700113;"URBASOLAR";1;16,5714285714286;"";"";NA;"";""
"6541";6541;6541;6541;6541;49239618900010;"IPESAA";1;1,57142857142857;"";"";NA;"";""
"6542";6542;6542;6542;6542;49242031000012;"MONTANA SHOP & GALLERY";1;4;"";"";NA;"";""
"6543";6543;6543;6543;6543;49244221500017;"SARL FRANCHIDOM";1;7,14285714285714;"";"";NA;"";""
"6544";6544;6544;6544;6544;49244580400015;"MAISON DE L EMPLOI DE LA COMMUNAUTE D'AGGLOMERATION SOPHIA ANTIPOLIS";1;25,5714285714286;"";"";NA;"";""
"6545";6545;6545;6545;6545;49247663500049;"STUDIO HARI";1;13;"";"";NA;"";""
"6546";6546;6546;6546;6546;49249787000021;"COSMOGRAPHE PRODUCTIONS";1;13;"";"";NA;"";""
"6547";6547;6547;6547;6547;49258659900085;"ACSERDOM";1;3,14285714285714;"";"";NA;"";""
"6548";6548;6548;6548;6548;49262889600036;"THIERRY SOUCCARD MEDIAS";1;17,5714285714286;"";"";NA;"";""
"6549";6549;6549;6549;6549;49272253300022;"OBAL COMMUNICATION";1;8,57142857142857;"";"";NA;"";""
